,ID,BookTitle,Price,Rate,Category
395,422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,Nonfiction
396,423,Gratitude,26.66,5,Nonfiction
397,424,Disrupted: My Misadventure in the Start-Up Bubble,15.28,3,Nonfiction
398,425,Brave Enough,51.32,5,Nonfiction
399,426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,Nonfiction
400,427,Blink: The Power of Thinking Without Thinking,21.74,5,Nonfiction
401,428,Black Flags: The Rise of ISIS,40.87,1,Nonfiction
402,430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,Nonfiction
403,431,"The Suffragettes (Little Black Classics, #96)",11.89,3,Nonfiction
404,432,Kindle Paperwhite User's Guide,34.0,3,Nonfiction
405,433,H is for Hawk,57.42,5,Nonfiction
406,434,Travels with Charley: In Search of America,57.82,5,Nonfiction
407,435,The Tumor,41.56,5,Nonfiction
408,436,The End of the Jesus Era (An Investigation #1),14.4,3,Nonfiction
409,437,"Eat, Pray, Love",51.32,3,Nonfiction
410,438,Rip it Up and Start Again,35.02,5,Music
411,439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
412,440,How Music Works,37.32,2,Music
413,441,Love Is a Mix Tape (Music #1),18.03,3,Music
414,442,Please Kill Me: The Uncensored Oral History of Punk,31.19,4,Music
415,443,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,Music
416,445,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,Music
417,446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,Music
418,447,No One Here Gets Out Alive,20.02,5,Music
419,448,Life,31.58,5,Music
420,450,Forever Rockers (The Rocker #12),28.8,3,Music
421,451,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
422,452,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
423,453,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,3,Default
424,454,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
425,455,Aladdin and His Wonderful Lamp,53.13,3,Default
426,456,Penny Maybe,33.29,3,Default
427,457,Maude (1883-1993):She Grew Up with the country,18.02,3,Default
428,458,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,5,Default
429,459,Soul Reader,39.58,2,Default
430,460,Bossypants,49.46,2,Default
431,461,A World of Flavor: Your Gluten Free Passport,42.95,1,Default
432,462,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5,Default
433,463,Tracing Numbers on a Train,41.6,3,Default
434,465,The Secret (The Secret #1),27.37,4,Default
435,466,The Psychopath Test: A Journey Through the Madness Industry,36.0,2,Default
436,467,The Kite Runner,41.82,4,Default
437,469,The Emerald Mystery,23.15,2,Default
438,470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,Default
439,471,The Art of War,33.34,5,Default
440,472,Secrets and Lace (Fatal Hearts #1),20.27,1,Default
441,473,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,Default
442,474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,Default
443,475,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,3,Default
444,476,Large Print Heart of the Pride,19.15,3,Default
445,477,Grumbles,22.16,2,Default
446,478,First Steps for New Christians (Print Edition),29.0,1,Default
447,479,Eureka Trivia 6.0,54.59,4,Default
448,480,Drive: The Surprising Truth About What Motivates Us,34.95,4,Default
449,481,Done Rubbed Out (Reightman & Bailey #1),37.72,5,Default
450,482,Beauty Restored (Riley Family Legacy Novellas #3),11.11,3,Default
451,483,Ayumi's Violin,15.48,3,Default
452,484,Anonymous,46.82,4,Default
453,485,Amy Meets the Saints and Sages,18.46,3,Default
454,486,Amatus,50.54,5,Default
455,487,V for Vendetta (V for Vendetta Complete),37.1,4,Default
456,488,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,Default
457,489,The Wright Brothers,56.8,4,Default
458,490,The Songs of the Gods,44.48,5,Default
459,492,The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,Default
460,493,Steve Jobs,39.5,5,Default
461,494,Luckiest Girl Alive,49.83,3,Default
462,495,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,Default
463,496,Lady Midnight (The Dark Artifices #1),16.28,3,Default
464,497,"Hush, Hush (Hush, Hush #1)",47.02,3,Default
465,498,Greek Mythic History,10.23,3,Default
466,499,Every Last Word,46.47,3,Default
467,500,Daily Fantasy Sports,36.58,1,Default
468,501,Clockwork Angel (The Infernal Devices #1),44.14,1,Default
469,502,City of Fallen Angels (The Mortal Instruments #4),11.23,3,Default
470,503,City of Bones (The Mortal Instruments #1),43.28,1,Default
471,504,City of Ashes (The Mortal Instruments #2),47.27,1,Default
472,505,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,Default
473,506,Carrie,46.23,2,Default
474,507,Angels & Demons (Robert Langdon #1),51.48,3,Default
475,508,"The Three Searches, Meaning, and the Story",13.33,3,Default
476,509,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,Default
477,510,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,Default
478,511,Eleanor & Park,56.51,5,Default
479,512,Troublemaker: Surviving Hollywood and Scientology,48.39,2,Default
480,513,Adultery,20.88,5,Default
481,514,Unlimited Intuition Now,58.87,4,Default
482,515,Underlying Notes,11.82,3,Default
483,516,The New Brand You: Your New Image Makes the Sale for You,44.05,5,Default
484,517,The Flowers Lied,16.68,3,Default
485,518,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,3,Default
486,519,Modern Day Fables,47.44,2,Default
487,520,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,Default
488,521,The Martian (The Martian #1),41.39,2,Default
489,522,Left Behind (Left Behind #1),40.72,2,Default
490,523,John Vassos: Industrial Design for Modern Life,20.22,4,Default
491,526,Ender's Game (The Ender Quintet #1),43.64,1,Default
492,527,Death by Leisure: A Cautionary Tale,37.51,4,Default
493,528,Wildlife of New York: A Five-Borough Coloring Book,22.14,2,Default
494,529,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,Default
495,530,The Great Gatsby,36.05,4,Default
496,531,The Good Girl,49.03,3,Default
497,532,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,Default
498,533,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,Default
499,534,Life of Pi,13.22,3,Default
500,535,The Sound Of Love,57.84,5,Default
501,536,The Perks of Being a Wallflower,55.02,3,Default
502,537,The Makings of a Fatherless Child,31.58,2,Default
503,538,The Hobbit (Middle-Earth Universe),17.8,3,Default
504,539,The Fellowship of the Ring (The Lord of the Rings #1),10.27,3,Default
505,540,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,Default
506,541,Musicophilia: Tales of Music and the Brain,46.58,1,Default
507,542,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,Default
508,543,The Fault in Our Stars,47.22,1,Default
509,544,The Dream Thieves (The Raven Cycle #2),34.5,1,Default
510,545,The 5th Wave (The 5th Wave #1),11.83,3,Default
511,546,Shiver (The Wolves of Mercy Falls #1),16.23,3,Default
512,547,Remember Me?,11.48,3,Default
513,548,If I Stay (If I Stay #1),38.13,5,Default
514,549,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,Default
515,550,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,Default
516,551,Fool Me Once,16.96,3,Default
517,552,Drama,38.7,2,Default
518,553,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,Default
519,554,Alight (The Generations Trilogy #2),58.59,4,Default
520,555,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,Default
521,556,The Shining (The Shining #1),27.88,3,Default
522,557,The Hunger Games (The Hunger Games #1),29.85,5,Default
523,558,Outlander (Outlander #1),19.67,3,Default
524,559,Mockingjay (The Hunger Games #3),20.44,4,Default
525,560,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,Default
526,561,Confessions of a Shopaholic (Shopaholic #1),48.94,2,Default
527,562,Zero History (Blue Ant #3),34.77,1,Default
528,563,World War Z: An Oral History of the Zombie War,21.8,1,Default
529,564,Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,Default
530,565,"Where'd You Go, Bernadette",18.13,3,Default
531,566,Twilight (Twilight #1),41.93,2,Default
532,567,The Paris Wife,36.8,3,Default
533,568,The Maze Runner (The Maze Runner #1),20.93,1,Default
534,570,The Goldfinch,43.58,3,Default
535,571,The Giver (The Giver Quartet #1),12.3,3,Default
536,572,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,Default
537,573,The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,Default
538,575,The Autobiography of Malcolm X,23.43,2,Default
539,576,Shopaholic & Baby (Shopaholic #5),46.45,2,Default
540,577,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,Default
541,579,Orange Is the New Black,24.61,2,Default
542,580,One for the Money (Stephanie Plum #1),32.87,2,Default
543,581,Morning Star (Red Rising #3),29.4,1,Default
544,582,Life After Life,26.13,2,Default
545,583,"Lean In: Women, Work, and the Will to Lead",25.02,1,Default
546,584,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,Default
547,585,Gone Girl,37.6,5,Default
548,586,Fellside,38.62,1,Default
549,587,Eclipse (Twilight #3),18.74,3,Default
550,588,Dracula,52.62,3,Default
551,589,Dead Wake: The Last Crossing of the Lusitania,39.24,5,Default
552,590,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,3,Default
553,591,Dark Places,23.9,5,Default
554,592,Breaking Dawn (Twilight #4),35.28,5,Default
555,593,Beautiful Creatures (Caster Chronicles #1),21.55,5,Default
556,594,A Visit from the Goon Squad,14.08,3,Default
557,595,The Zombie Room,19.69,3,Default
558,596,The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,Default
559,597,Taking Shots (Assassins #1),18.88,3,Default
560,598,Shatter Me (Shatter Me #1),42.4,1,Default
561,599,Paradise Lost (Paradise #1),24.96,1,Default
562,600,On the Road (Duluoz Legend),32.36,3,Default
563,601,Jane Eyre,38.43,5,Default
564,602,Frankenstein,38.0,2,Default
565,603,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
566,604,Join,35.67,5,Science Fiction
567,605,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,Science Fiction
568,606,The Project,10.65,3,Science Fiction
569,607,Soft Apocalypse,26.12,2,Science Fiction
570,608,Sleeping Giants (Themis Files #1),48.74,1,Science Fiction
571,609,Arena,21.36,4,Science Fiction
572,610,Foundation (Foundation (Publication Order) #1),32.42,1,Science Fiction
573,611,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,3,Science Fiction
574,612,Ready Player One,19.07,3,Science Fiction
575,613,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,Science Fiction
576,616,Three Wishes (River of Time: California #1),44.18,2,Science Fiction
577,617,The Last Girl (The Dominion Trilogy #1),36.26,2,Science Fiction
578,618,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,Science Fiction
579,619,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,Sports and Games
580,620,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,Sports and Games
581,621,Sugar Rush (Offensive Line #2),24.42,1,Sports and Games
582,622,Settling the Score (The Summer Games #1),44.91,2,Sports and Games
583,623,Icing (Aces Hockey #2),40.44,4,Sports and Games
584,624,The Torch Is Passed: A Harding Family Story,19.09,3,Add a comment
585,625,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4,Add a comment
586,626,The Art Forger,40.76,3,Add a comment
587,627,On a Midnight Clear,14.07,3,Add a comment
588,629,"Shobu Samurai, Project Aryoku (#3)",29.06,3,Add a comment
589,630,Modern Romance,28.26,5,Add a comment
590,631,The White Queen (The Cousins' War #1),25.91,5,Add a comment
591,632,The Song of Achilles,37.4,5,Add a comment
592,633,The Immortal Life of Henrietta Lacks,40.67,2,Add a comment
593,634,The Dovekeepers,48.78,1,Add a comment
594,635,More Than Music (Chasing the Dream #1),37.61,2,Add a comment
595,636,Code Name Verity (Code Name Verity #1),22.13,4,Add a comment
596,637,Cell,20.29,4,Add a comment
597,638,Angels Walking (Angels Walking #1),34.2,2,Add a comment
598,640,A People's History of the United States,40.79,2,Add a comment
599,642,Rook,37.86,4,Add a comment
600,643,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,Add a comment
601,644,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,Add a comment
602,645,The Children,11.88,3,Add a comment
603,646,One with You (Crossfire #5),15.71,3,Add a comment
604,647,Without Shame,48.27,5,Add a comment
605,648,Watchmen,58.05,4,Add a comment
606,649,A Hero's Curse (The Unseen Chronicles #1),50.49,3,Add a comment
607,650,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,Add a comment
608,651,The Glass Castle,16.24,3,Add a comment
609,652,The Drowning Girls,35.67,3,Add a comment
610,653,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,Add a comment
611,654,John Adams,57.43,4,Add a comment
612,655,Good in Bed (Cannie Shapiro #1),37.05,5,Add a comment
613,656,The Joy of Cooking,43.27,4,Add a comment
614,657,The Golden Compass (His Dark Materials #1),18.77,3,Add a comment
615,658,The God Delusion,46.85,3,Add a comment
616,659,Pride and Prejudice,19.27,3,Add a comment
617,660,Mere Christianity,48.51,3,Add a comment
618,661,Fun Home: A Family Tragicomic,56.59,4,Add a comment
619,662,The Raven King (The Raven Cycle #4),30.57,2,Add a comment
620,663,Find Her (Detective D.D. Warren #8),22.37,1,Add a comment
621,664,Evicted: Poverty and Profit in the American City,42.27,1,Add a comment
622,665,A Game of Thrones (A Song of Ice and Fire #1),46.42,2,Add a comment
623,666,A Clash of Kings (A Song of Ice and Fire #2),10.79,3,Add a comment
624,667,The Tipping Point: How Little Things Can Make a Big Difference,10.02,3,Add a comment
625,668,The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Add a comment
626,669,The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,Add a comment
627,670,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,Add a comment
628,672,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,Add a comment
629,673,The Complete Poems,41.32,5,Add a comment
630,674,The Catcher in the Rye,24.55,1,Add a comment
631,675,The Case for Christ (Cases for Christianity),47.84,1,Add a comment
632,676,The Blind Side: Evolution of a Game,53.71,5,Add a comment
633,678,Sarah's Key,46.29,1,Add a comment
634,679,Rogue Lawyer (Rogue Lawyer #1),50.11,3,Add a comment
635,680,Manuscript Found in Accra,34.98,2,Add a comment
636,681,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,Add a comment
637,682,Cosmos,36.17,2,Add a comment
638,684,The Sense of an Ending,31.38,3,Add a comment
639,685,The Republic,33.78,3,Add a comment
640,686,The Odyssey,29.64,3,Add a comment
641,688,The Iliad,16.16,3,Add a comment
642,689,The Communist Manifesto,14.76,3,Add a comment
643,690,Lord of the Flies,24.89,3,Add a comment
644,691,Unicorn Tracks,18.78,3,Fantasy
645,692,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,Fantasy
646,693,Princess Between Worlds (Wide-Awake Princess #5),13.34,3,Fantasy
647,695,Crown of Midnight (Throne of Glass #2),43.29,3,Fantasy
648,696,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,Fantasy
649,698,Throne of Glass (Throne of Glass #1),35.07,3,Fantasy
650,699,The Glittering Court (The Glittering Court #1),44.28,1,Fantasy
651,700,Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,1,Fantasy
652,701,The Star-Touched Queen,46.02,5,Fantasy
653,703,The Bane Chronicles (The Bane Chronicles #1-11),44.73,4,Fantasy
654,704,Island of Dragons (Unwanteds #7),29.65,1,Fantasy
655,705,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,Fantasy
656,706,City of Glass (The Mortal Instruments #3),56.02,4,Fantasy
657,707,Searching for Meaning in Gailana,38.73,1,Fantasy
658,708,The Star-Touched Queen,32.3,5,Fantasy
659,709,A Shard of Ice (The Black Symphony Saga #1),56.63,3,Fantasy
660,710,King's Folly (The Kinsman Chronicles #1),39.61,5,Fantasy
661,711,Every Heart a Doorway (Every Heart A Doorway #1),12.16,3,Fantasy
662,712,A Gathering of Shadows (Shades of Magic #2),44.81,4,Fantasy
663,713,The Raven Boys (The Raven Cycle #1),57.74,4,Fantasy
664,714,The False Prince (The Ascendance Trilogy #1),56.0,5,Fantasy
665,715,Tell the Wind and Fire,45.51,3,Fantasy
666,716,A Feast for Crows (A Song of Ice and Fire #4),17.21,3,Fantasy
667,718,The Beast (Black Dagger Brotherhood #14),46.08,5,Fantasy
668,719,Paper and Fire (The Great Library #2),49.45,5,Fantasy
669,720,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,Fantasy
670,721,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,Fantasy
671,722,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,3,Fantasy
672,723,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,Fantasy
673,724,Soldier (Talon #3),24.72,2,Fantasy
674,726,Heir to the Sky,44.07,4,Fantasy
675,727,Eragon (The Inheritance Cycle #1),43.87,3,Fantasy
676,729,Ash,22.06,4,Fantasy
677,730,A Storm of Swords (A Song of Ice and Fire #3),31.22,2,Fantasy
678,732,The Silent Twin (Detective Jennifer Knight #3),36.25,3,Fantasy
679,733,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,Fantasy
680,734,Sister Sable (The Mad Queen #1),13.33,3,Fantasy
681,735,Shadow Rites (Jane Yellowrock #10),21.72,4,Fantasy
682,736,Origins (Alphas 0.5),28.99,1,Fantasy
683,738,Myriad (Prentor #1),58.75,4,Fantasy
684,739,Without Borders (Wanderlove #1),45.07,2,New Adult
685,740,The Mistake (Off-Campus #2),43.29,3,New Adult
686,742,The Hook Up (Game On #1),36.29,5,New Adult
687,743,Shameless,58.35,3,New Adult
688,744,Off Sides (Off #1),39.45,5,New Adult
689,745,The Requiem Red,22.65,1,Young Adult
690,746,Set Me Free,17.46,3,Young Adult
691,747,The Natural History of Us (The Fine Art of Pretending #2),45.22,3,Young Adult
692,748,Obsidian (Lux #1),14.86,3,Young Adult
693,749,Burning,28.81,3,Young Adult
694,750,A Fierce and Subtle Poison,28.13,4,Young Adult
695,751,Scarlett Epstein Hates It Here,43.55,5,Young Adult
696,752,"Nightingale, Sing",38.28,1,Young Adult
697,753,Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,5,Young Adult
698,754,Frostbite (Vampire Academy #2),29.99,5,Young Adult
699,755,Wild Swans,14.36,3,Young Adult
700,756,Until Friday Night (The Field Party #1),46.31,2,Young Adult
701,757,This Is Where It Ends,27.12,2,Young Adult
702,758,The Darkest Lie,35.35,5,Young Adult
703,759,My Kind of Crazy,40.36,1,Young Adult
704,761,Catching Jordan (Hundred Oaks),50.83,3,Young Adult
705,762,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,Young Adult
706,763,The Epidemic (The Program 0.6),14.44,3,Young Adult
707,764,Stars Above (The Lunar Chronicles #4.5),48.05,2,Young Adult
708,765,No Love Allowed (Dodge Cove #1),54.65,4,Young Adult
709,766,"Exit, Pursued by a Bear",51.34,4,Young Adult
710,768,Don't Forget Steven,33.23,1,Young Adult
711,769,South of Sunshine,28.93,1,Young Adult
712,770,My Life Next Door (My Life Next Door ),36.39,5,Young Adult
713,771,Future Shock (Future Shock #1),55.65,5,Young Adult
714,772,Nightstruck: A Novel,50.35,4,Young Adult
715,774,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,Young Adult
716,775,Where She Went (If I Stay #2),41.73,4,Young Adult
717,776,Two Summers,14.64,3,Young Adult
718,777,The Darkest Corners,11.33,3,Young Adult
719,778,Tell Me Three Things,41.81,1,Young Adult
720,779,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,Young Adult
721,780,Kill the Boy Band,15.52,3,Young Adult
722,781,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,Young Adult
723,782,An Abundance of Katherines,10.0,3,Young Adult
724,783,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,Young Adult
725,784,Walk the Edge (Thunder Road #2),32.36,3,Young Adult
726,785,Two Boys Kissing,32.74,2,Young Adult
727,786,The New Guy (and Other Senior Year Distractions),44.92,3,Young Adult
728,787,"The Land of 10,000 Madonnas",29.64,4,Young Adult
729,788,Scarlet (The Lunar Chronicles #2),14.57,3,Young Adult
730,789,Legend (Legend #1),43.69,4,Young Adult
731,790,Lady Renegades (Rebel Belle #3),53.04,5,Young Adult
732,791,Golden (Heart of Dread #3),42.21,4,Young Adult
733,792,Cinder (The Lunar Chronicles #1),26.09,1,Young Adult
734,793,Boy Meets Boy,21.12,3,Young Adult
735,794,Annie on My Mind,36.83,5,Young Adult
736,795,New Moon (Twilight #2),12.86,3,Young Adult
737,797,The Haters,27.89,5,Young Adult
738,798,The Art of Not Breathing,40.83,4,Young Adult
739,799,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4,Science
740,800,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5,Science
741,801,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,Science
742,802,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,Science
743,804,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,Science
744,805,The Origin of Species,10.01,3,Science
745,806,The Grand Design,13.76,3,Science
746,807,Peak: Secrets from the New Science of Expertise,16.28,3,Science
747,808,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,3,Science
748,809,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,Science
749,810,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,Science
750,811,Seven Brief Lessons on Physics,30.6,4,Science
751,812,The Selfish Gene,29.45,1,Science
752,813,A Light in the Attic,51.77,3,Poetry
753,815,Shakespeare's Sonnets,20.66,4,Poetry
754,816,Olio,23.88,1,Poetry
755,817,You can't bury them all: Poems,33.63,2,Poetry
756,818,Slow States of Collapse: Poems,57.31,3,Poetry
757,819,Untitled Collection: Sabbath Poems 2014,14.27,3,Poetry
758,820,Poems That Make Grown Women Cry,14.19,3,Poetry
759,821,Night Sky with Exit Wounds,41.05,1,Poetry
760,822,salt.,46.78,4,Poetry
761,823,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5,Poetry
762,824,Out of Print: City Lights Spotlight No. 14,53.64,5,Poetry
763,825,Les Fleurs du Mal,29.04,5,Poetry
764,826,Howl and Other Poems,40.45,2,Poetry
765,827,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,Poetry
766,828,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,3,Poetry
767,829,The Crossover,38.77,4,Poetry
768,830,Booked,17.49,3,Poetry
769,831,Twenty Love Poems and a Song of Despair,30.95,4,Poetry
770,832,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,3,Paranormal
771,833,Wall and Piece,44.18,4,Art
772,834,Feathers: Displays of Brilliant Plumage,49.05,3,Art
773,835,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,Art
774,836,The New Drawing on the Right Side of the Brain,43.02,3,Art
775,837,History of Beauty,10.29,3,Art
776,838,The Story of Art,41.14,4,Art
777,839,The Art Book,32.34,2,Art
778,840,Ways of Seeing,39.51,5,Art
779,841,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,3,Psychology
780,842,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,Psychology
781,843,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,Psychology
782,844,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,Psychology
783,845,"Thinking, Fast and Slow",21.14,1,Psychology
784,847,8 Keys to Mental Health Through Exercise,31.04,1,Psychology
785,848,The Argonauts,10.93,3,Autobiography
786,849,M Train,27.18,1,Autobiography
787,850,Lab Girl,40.85,1,Autobiography
788,851,Approval Junkie: Adventures in Caring Too Much,58.81,5,Autobiography
789,852,Running with Scissors,12.91,3,Autobiography
790,854,Lust & Wonder,11.87,3,Autobiography
791,855,Life Without a Recipe,59.04,5,Autobiography
792,856,A Heartbreaking Work of Staggering Genius,54.29,5,Autobiography
793,857,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,Parenting
794,858,Fifty Shades Freed (Fifty Shades #3),15.36,3,Adult Fiction
795,859,The Long Haul (Diary of a Wimpy Kid #9),44.07,1,Humor
796,860,Old School (Diary of a Wimpy Kid #10),11.83,3,Humor
797,861,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4,Humor
798,862,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,3,Humor
799,863,Dress Your Family in Corduroy and Denim,43.68,3,Humor
800,864,Toddlers Are A**holes: It's Not Your Fault,25.55,1,Humor
801,865,When You Are Engulfed in Flames,30.89,5,Humor
802,866,Naked,31.69,3,Humor
803,867,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,Humor
804,869,Security,39.25,2,Horror
805,870,Follow You Home,21.36,1,Horror
806,871,The Loney,23.4,1,Horror
807,872,Pet Sematary,10.56,3,Horror
808,873,Doctor Sleep (The Shining #2),40.12,2,Horror
809,874,Psycho: Sanitarium (Psycho #1.5),36.97,5,Horror
810,875,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,Horror
811,876,Red Dragon (Hannibal Lecter #1),23.37,3,Horror
812,877,Dracula the Un-Dead,35.63,5,Horror
813,878,Night Shift (Night Shift #1-20),12.75,3,Horror
814,879,Needful Things,47.51,4,Horror
815,880,Misery,34.79,2,Horror
816,881,It,25.01,3,Horror
817,882,'Salem's Lot,49.56,4,Horror
818,884,The Girl with All the Gifts,49.47,3,Horror
819,886,Sapiens: A Brief History of Humankind,54.23,5,History
820,887,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,History
821,888,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,3,History
822,889,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,History
823,891,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,History
824,892,A Distant Mirror: The Calamitous 14th Century,14.58,3,History
825,893,1491: New Revelations of the Americas Before Columbus,21.8,3,History
826,894,Brilliant Beacons: A History of the American Lighthouse,11.45,3,History
